nivel,codigo_municipio,nome_municipio,uf,ano,forma_declaracao_idade,sexo,faixa_etaria,populacao
MU,2503209,Cabedelo,PB,2022,Total,Total,88 anos,47.0
MU,2503209,Cabedelo,PB,2022,Total,Total,89 anos,50.0
MU,2503209,Cabedelo,PB,2022,Total,Total,90 a 94 anos,186.0
MU,2503209,Cabedelo,PB,2022,Total,Total,90 anos,50.0
MU,2503209,Cabedelo,PB,2022,Total,Total,91 anos,45.0
MU,2503209,Cabedelo,PB,2022,Total,Total,92 anos,37.0
MU,2503209,Cabedelo,PB,2022,Total,Total,93 anos,31.0
MU,2503209,Cabedelo,PB,2022,Total,Total,94 anos,23.0
MU,2503209,Cabedelo,PB,2022,Total,Total,95 a 99 anos,52.0
MU,2503209,Cabedelo,PB,2022,Total,Total,95 anos,21.0
MU,2503209,Cabedelo,PB,2022,Total,Total,96 anos,10.0
MU,2503209,Cabedelo,PB,2022,Total,Total,97 anos,10.0
MU,2503209,Cabedelo,PB,2022,Total,Total,98 anos,8.0
MU,2503209,Cabedelo,PB,2022,Total,Total,99 anos,3.0
MU,2503209,Cabedelo,PB,2022,Total,Total,100 anos ou mais,12.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,18 anos,514.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,19 anos,474.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,20 a 24 anos,2602.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,20 anos,505.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,21 anos,510.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,22 anos,558.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,23 anos,528.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,24 anos,501.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,25 a 29 anos,2307.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,25 anos,457.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,26 anos,504.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,27 anos,457.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,28 anos,450.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,29 anos,439.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,30 a 34 anos,2198.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,30 anos,453.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,31 anos,396.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,32 anos,422.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,33 anos,472.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,34 anos,455.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,35 a 39 anos,2512.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,35 anos,511.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,36 anos,463.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,37 anos,505.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,38 anos,516.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,39 anos,517.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,40 a 44 anos,2447.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,40 anos,548.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,41 anos,496.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,42 anos,535.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,43 anos,449.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,44 anos,419.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,45 a 49 anos,2176.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,45 anos,433.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,46 anos,468.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,47 anos,409.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,48 anos,435.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,49 anos,431.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,50 a 54 anos,1956.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,50 anos,449.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,51 anos,372.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,52 anos,395.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,53 anos,373.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,54 anos,367.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,55 a 59 anos,1729.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,55 anos,358.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,56 anos,335.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,57 anos,387.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,58 anos,337.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,59 anos,312.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,60 a 64 anos,1404.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,60 anos,331.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,61 anos,274.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,62 anos,289.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,63 anos,280.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,64 anos,230.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,65 a 69 anos,1005.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,65 anos,245.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,66 anos,222.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,67 anos,229.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,68 anos,169.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,69 anos,140.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,70 a 74 anos,689.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,70 anos,166.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,71 anos,123.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,72 anos,155.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,73 anos,126.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,74 anos,119.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,75 a 79 anos,431.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,75 anos,91.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,76 anos,92.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,77 anos,94.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,78 anos,81.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,79 anos,73.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,80 a 84 anos,229.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,80 anos,58.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,81 anos,50.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,82 anos,48.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,83 anos,44.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,84 anos,29.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,85 a 89 anos,96.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,85 anos,29.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,86 anos,18.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,87 anos,21.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,88 anos,12.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,89 anos,16.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,90 a 94 anos,54.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,90 anos,17.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,91 anos,11.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,92 anos,13.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,93 anos,6.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,94 anos,7.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,95 a 99 anos,14.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,95 anos,5.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,96 anos,1.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,97 anos,4.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,98 anos,2.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,99 anos,2.0
MU,2503209,Cabedelo,PB,2022,Total,Homens,100 anos ou mais,1.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,18 anos,464.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,19 anos,468.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,20 a 24 anos,2559.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,20 anos,475.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,21 anos,540.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,22 anos,553.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,23 anos,507.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,24 anos,484.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,25 a 29 anos,2572.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,25 anos,516.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,26 anos,518.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,27 anos,505.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,28 anos,535.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,29 anos,498.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,30 a 34 anos,2468.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,30 anos,478.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,31 anos,472.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,32 anos,481.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,33 anos,513.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,34 anos,524.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,35 a 39 anos,2898.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,35 anos,597.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,36 anos,579.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,37 anos,565.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,38 anos,560.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,39 anos,597.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,40 a 44 anos,2929.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,40 anos,637.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,41 anos,602.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,42 anos,599.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,43 anos,569.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,44 anos,522.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,45 a 49 anos,2528.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,45 anos,554.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,46 anos,524.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,47 anos,485.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,48 anos,459.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,49 anos,506.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,50 a 54 anos,2248.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,50 anos,469.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,51 anos,445.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,52 anos,496.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,53 anos,412.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,54 anos,426.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,55 a 59 anos,2023.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,55 anos,405.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,56 anos,435.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,57 anos,389.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,58 anos,398.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,59 anos,396.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,60 a 64 anos,1688.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,60 anos,380.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,61 anos,368.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,62 anos,330.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,63 anos,323.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,64 anos,287.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,65 a 69 anos,1285.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,65 anos,326.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,66 anos,269.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,67 anos,236.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,68 anos,265.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,69 anos,189.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,70 a 74 anos,970.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,70 anos,250.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,71 anos,185.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,72 anos,199.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,73 anos,183.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,74 anos,153.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,75 a 79 anos,630.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,75 anos,161.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,76 anos,139.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,77 anos,116.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,78 anos,110.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,79 anos,104.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,80 a 84 anos,409.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,80 anos,90.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,81 anos,80.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,82 anos,106.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,83 anos,63.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,84 anos,70.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,85 a 89 anos,235.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,85 anos,70.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,86 anos,45.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,87 anos,51.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,88 anos,35.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,89 anos,34.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,90 a 94 anos,132.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,90 anos,33.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,91 anos,34.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,92 anos,24.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,93 anos,25.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,94 anos,16.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,95 a 99 anos,38.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,95 anos,16.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,96 anos,9.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,97 anos,6.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,98 anos,6.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,99 anos,1.0
MU,2503209,Cabedelo,PB,2022,Total,Mulheres,100 anos ou mais,11.0
MU,2504009,Campina Grande,PB,2022,Total,Total,18 anos,6017.0
MU,2504009,Campina Grande,PB,2022,Total,Total,19 anos,6095.0
MU,2504009,Campina Grande,PB,2022,Total,Total,20 a 24 anos,33704.0
MU,2504009,Campina Grande,PB,2022,Total,Total,20 anos,6567.0
MU,2504009,Campina Grande,PB,2022,Total,Total,21 anos,6688.0
MU,2504009,Campina Grande,PB,2022,Total,Total,22 anos,7021.0
MU,2504009,Campina Grande,PB,2022,Total,Total,23 anos,6636.0
MU,2504009,Campina Grande,PB,2022,Total,Total,24 anos,6792.0
MU,2504009,Campina Grande,PB,2022,Total,Total,25 a 29 anos,33949.0
MU,2504009,Campina Grande,PB,2022,Total,Total,25 anos,6919.0
MU,2504009,Campina Grande,PB,2022,Total,Total,26 anos,6936.0
MU,2504009,Campina Grande,PB,2022,Total,Total,27 anos,6889.0
MU,2504009,Campina Grande,PB,2022,Total,Total,28 anos,6731.0
MU,2504009,Campina Grande,PB,2022,Total,Total,29 anos,6474.0
MU,2504009,Campina Grande,PB,2022,Total,Total,30 a 34 anos,33066.0
MU,2504009,Campina Grande,PB,2022,Total,Total,30 anos,6822.0
MU,2504009,Campina Grande,PB,2022,Total,Total,31 anos,6256.0
MU,2504009,Campina Grande,PB,2022,Total,Total,32 anos,6592.0
MU,2504009,Campina Grande,PB,2022,Total,Total,33 anos,6711.0
MU,2504009,Campina Grande,PB,2022,Total,Total,34 anos,6685.0
MU,2504009,Campina Grande,PB,2022,Total,Total,35 a 39 anos,34070.0
MU,2504009,Campina Grande,PB,2022,Total,Total,35 anos,6891.0
MU,2504009,Campina Grande,PB,2022,Total,Total,36 anos,7146.0
MU,2504009,Campina Grande,PB,2022,Total,Total,37 anos,6636.0
MU,2504009,Campina Grande,PB,2022,Total,Total,38 anos,6619.0
MU,2504009,Campina Grande,PB,2022,Total,Total,39 anos,6778.0
MU,2504009,Campina Grande,PB,2022,Total,Total,40 a 44 anos,32848.0
MU,2504009,Campina Grande,PB,2022,Total,Total,40 anos,7404.0
MU,2504009,Campina Grande,PB,2022,Total,Total,41 anos,6710.0
MU,2504009,Campina Grande,PB,2022,Total,Total,42 anos,6658.0
MU,2504009,Campina Grande,PB,2022,Total,Total,43 anos,6437.0
MU,2504009,Campina Grande,PB,2022,Total,Total,44 anos,5639.0
MU,2504009,Campina Grande,PB,2022,Total,Total,45 a 49 anos,27430.0
MU,2504009,Campina Grande,PB,2022,Total,Total,45 anos,5665.0
MU,2504009,Campina Grande,PB,2022,Total,Total,46 anos,5771.0
MU,2504009,Campina Grande,PB,2022,Total,Total,47 anos,5453.0
MU,2504009,Campina Grande,PB,2022,Total,Total,48 anos,5374.0
MU,2504009,Campina Grande,PB,2022,Total,Total,49 anos,5167.0
MU,2504009,Campina Grande,PB,2022,Total,Total,50 a 54 anos,25147.0
MU,2504009,Campina Grande,PB,2022,Total,Total,50 anos,5242.0
MU,2504009,Campina Grande,PB,2022,Total,Total,51 anos,4810.0
MU,2504009,Campina Grande,PB,2022,Total,Total,52 anos,5145.0
MU,2504009,Campina Grande,PB,2022,Total,Total,53 anos,4951.0
MU,2504009,Campina Grande,PB,2022,Total,Total,54 anos,4999.0
MU,2504009,Campina Grande,PB,2022,Total,Total,55 a 59 anos,23302.0
MU,2504009,Campina Grande,PB,2022,Total,Total,55 anos,4764.0
MU,2504009,Campina Grande,PB,2022,Total,Total,56 anos,4662.0
MU,2504009,Campina Grande,PB,2022,Total,Total,57 anos,4722.0
MU,2504009,Campina Grande,PB,2022,Total,Total,58 anos,4705.0
MU,2504009,Campina Grande,PB,2022,Total,Total,59 anos,4449.0
MU,2504009,Campina Grande,PB,2022,Total,Total,60 a 64 anos,18976.0
MU,2504009,Campina Grande,PB,2022,Total,Total,60 anos,4228.0
MU,2504009,Campina Grande,PB,2022,Total,Total,61 anos,3990.0
MU,2504009,Campina Grande,PB,2022,Total,Total,62 anos,3975.0
MU,2504009,Campina Grande,PB,2022,Total,Total,63 anos,3543.0
MU,2504009,Campina Grande,PB,2022,Total,Total,64 anos,3240.0
MU,2504009,Campina Grande,PB,2022,Total,Total,65 a 69 anos,14640.0
MU,2504009,Campina Grande,PB,2022,Total,Total,65 anos,3298.0
MU,2504009,Campina Grande,PB,2022,Total,Total,66 anos,3079.0
MU,2504009,Campina Grande,PB,2022,Total,Total,67 anos,2916.0
MU,2504009,Campina Grande,PB,2022,Total,Total,68 anos,2875.0
MU,2504009,Campina Grande,PB,2022,Total,Total,69 anos,2472.0
MU,2504009,Campina Grande,PB,2022,Total,Total,70 a 74 anos,11265.0
MU,2504009,Campina Grande,PB,2022,Total,Total,70 anos,2521.0
MU,2504009,Campina Grande,PB,2022,Total,Total,71 anos,2189.0
MU,2504009,Campina Grande,PB,2022,Total,Total,72 anos,2481.0
MU,2504009,Campina Grande,PB,2022,Total,Total,73 anos,2074.0
MU,2504009,Campina Grande,PB,2022,Total,Total,74 anos,2000.0
MU,2504009,Campina Grande,PB,2022,Total,Total,75 a 79 anos,7685.0
MU,2504009,Campina Grande,PB,2022,Total,Total,75 anos,1827.0
MU,2504009,Campina Grande,PB,2022,Total,Total,76 anos,1722.0
MU,2504009,Campina Grande,PB,2022,Total,Total,77 anos,1530.0
MU,2504009,Campina Grande,PB,2022,Total,Total,78 anos,1369.0
MU,2504009,Campina Grande,PB,2022,Total,Total,79 anos,1237.0
MU,2504009,Campina Grande,PB,2022,Total,Total,80 a 84 anos,5342.0
MU,2504009,Campina Grande,PB,2022,Total,Total,80 anos,1208.0
MU,2504009,Campina Grande,PB,2022,Total,Total,81 anos,1060.0
MU,2504009,Campina Grande,PB,2022,Total,Total,82 anos,1227.0
MU,2504009,Campina Grande,PB,2022,Total,Total,83 anos,948.0
MU,2504009,Campina Grande,PB,2022,Total,Total,84 anos,899.0
MU,2504009,Campina Grande,PB,2022,Total,Total,85 a 89 anos,2964.0
MU,2504009,Campina Grande,PB,2022,Total,Total,85 anos,751.0
MU,2504009,Campina Grande,PB,2022,Total,Total,86 anos,787.0
MU,2504009,Campina Grande,PB,2022,Total,Total,87 anos,626.0
MU,2504009,Campina Grande,PB,2022,Total,Total,88 anos,476.0
MU,2504009,Campina Grande,PB,2022,Total,Total,89 anos,324.0
MU,2504009,Campina Grande,PB,2022,Total,Total,90 a 94 anos,1342.0
MU,2504009,Campina Grande,PB,2022,Total,Total,90 anos,384.0
MU,2504009,Campina Grande,PB,2022,Total,Total,91 anos,289.0
MU,2504009,Campina Grande,PB,2022,Total,Total,92 anos,308.0
MU,2504009,Campina Grande,PB,2022,Total,Total,93 anos,179.0
MU,2504009,Campina Grande,PB,2022,Total,Total,94 anos,182.0
MU,2504009,Campina Grande,PB,2022,Total,Total,95 a 99 anos,484.0
MU,2504009,Campina Grande,PB,2022,Total,Total,95 anos,141.0
MU,2504009,Campina Grande,PB,2022,Total,Total,96 anos,127.0
MU,2504009,Campina Grande,PB,2022,Total,Total,97 anos,97.0
MU,2504009,Campina Grande,PB,2022,Total,Total,98 anos,63.0
MU,2504009,Campina Grande,PB,2022,Total,Total,99 anos,56.0
MU,2504009,Campina Grande,PB,2022,Total,Total,100 anos ou mais,129.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,18 anos,3082.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,19 anos,3058.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,20 a 24 anos,16865.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,20 anos,3286.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,21 anos,3347.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,22 anos,3516.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,23 anos,3221.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,24 anos,3495.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,25 a 29 anos,16764.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,25 anos,3489.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,26 anos,3373.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,27 anos,3423.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,28 anos,3342.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,29 anos,3137.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,30 a 34 anos,15819.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,30 anos,3284.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,31 anos,3012.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,32 anos,3176.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,33 anos,3255.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,34 anos,3092.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,35 a 39 anos,16329.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,35 anos,3249.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,36 anos,3456.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,37 anos,3252.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,38 anos,3170.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,39 anos,3202.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,40 a 44 anos,15496.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,40 anos,3513.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,41 anos,3137.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,42 anos,3167.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,43 anos,3041.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,44 anos,2638.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,45 a 49 anos,12661.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,45 anos,2613.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,46 anos,2686.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,47 anos,2465.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,48 anos,2506.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,49 anos,2391.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,50 a 54 anos,11414.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,50 anos,2395.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,51 anos,2217.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,52 anos,2345.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,53 anos,2215.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,54 anos,2242.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,55 a 59 anos,10364.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,55 anos,2159.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,56 anos,2068.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,57 anos,2093.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,58 anos,2076.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,59 anos,1968.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,60 a 64 anos,8261.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,60 anos,1813.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,61 anos,1757.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,62 anos,1759.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,63 anos,1545.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,64 anos,1387.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,65 a 69 anos,6159.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,65 anos,1405.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,66 anos,1252.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,67 anos,1255.0
MU,2504009,Campina Grande,PB,2022,Total,Homens,68 anos,1233.0
