municipio;codigo_unidade_gestora;descricao_unidade_gestora;mes_ano;ano;codigo_receita;descricao_receita;tipo_atualizacao_receita;valor;codigo_fonte_recurso;descricao_fonte_recurso;co;descricao_co
Alhandra;201008;Prefeitura Municipal de Alhandra;122025;2025;24299901;Outras Transferências de Recursos dos Estados - Principal;Lançamento de Receita;1.000.000;710;Transferência Especial dos Estados;3210;Identificação das Transferências dos Estados decorrentes de emendas parlamentares individuais
Alhandra;201008;Prefeitura Municipal de Alhandra;122025;2025;24149901;Outras Transferências de Convênios da União e de Suas Entidades - Principal;Lançamento de Receita;960.019;700;Outras Transferências de Convênios ou Repasses da União;"Não ";Não Aplicável
Alhandra;201008;Prefeitura Municipal de Alhandra;102025;2025;24149901;Outras Transferências de Convênios da União e de Suas Entidades - Principal;Lançamento de Receita;3.120.903;706;"Transferência Especial da União ";3110;Identificação das Transferências da União decorrentes de emendas parlamentares individuais
Alhandra;201008;Prefeitura Municipal de Alhandra;082025;2025;24149901;Outras Transferências de Convênios da União e de Suas Entidades - Principal;Lançamento de Receita;272.940,7;706;"Transferência Especial da União ";3110;Identificação das Transferências da União decorrentes de emendas parlamentares individuais
Alhandra;201008;Prefeitura Municipal de Alhandra;032025;2025;24149901;Outras Transferências de Convênios da União e de Suas Entidades - Principal;Lançamento de Receita;600.000;706;"Transferência Especial da União ";3110;Identificação das Transferências da União decorrentes de emendas parlamentares individuais
Alhandra;201008;Prefeitura Municipal de Alhandra;052025;2025;24145101;Transferências de Convênios da União destinadas a Programas de Educação - Principal;Lançamento de Receita;166.221,41;570;Transferências do Governo Federal referentes a Convênios e outros Repasses vinculados à Educação;"Não ";Não Aplicável
Alhandra;201008;Prefeitura Municipal de Alhandra;032025;2025;24145101;Transferências de Convênios da União destinadas a Programas de Educação - Principal;Lançamento de Receita;219.490,01;570;Transferências do Governo Federal referentes a Convênios e outros Repasses vinculados à Educação;"Não ";Não Aplicável
Alhandra;201008;Prefeitura Municipal de Alhandra;012025;2025;24145101;Transferências de Convênios da União destinadas a Programas de Educação - Principal;Lançamento de Receita;53.268,6;570;Transferências do Governo Federal referentes a Convênios e outros Repasses vinculados à Educação;"Não ";Não Aplicável
Alhandra;201008;Prefeitura Municipal de Alhandra;122025;2025;19999911;Outras Receitas Administradas pela RFB - Principal;Lançamento de Receita;38.558,41;500;Recursos não vinculados de Impostos;"Não ";Não Aplicável
Alhandra;201008;Prefeitura Municipal de Alhandra;112025;2025;19999911;Outras Receitas Administradas pela RFB - Principal;Lançamento de Receita;29.211,13;500;Recursos não vinculados de Impostos;"Não ";Não Aplicável
