codigo_municipio,nome_municipio,uf,ano,forma_declaracao_idade,sexo,faixa_etaria,populacao
,Cruz do Espírito Santo,PB,2022,Total,Total,74 anos,77.0
,Cruz do Espírito Santo,PB,2022,Total,Total,75 anos,57.0
,Cruz do Espírito Santo,PB,2022,Total,Total,76 anos,68.0
,Cruz do Espírito Santo,PB,2022,Total,Total,77 anos,59.0
,Cruz do Espírito Santo,PB,2022,Total,Total,78 anos,51.0
,Cruz do Espírito Santo,PB,2022,Total,Total,79 anos,48.0
,Cruz do Espírito Santo,PB,2022,Total,Total,80 anos,43.0
,Cruz do Espírito Santo,PB,2022,Total,Total,81 anos,33.0
,Cruz do Espírito Santo,PB,2022,Total,Total,82 anos,38.0
,Cruz do Espírito Santo,PB,2022,Total,Total,83 anos,19.0
,Cruz do Espírito Santo,PB,2022,Total,Total,84 anos,19.0
,Cruz do Espírito Santo,PB,2022,Total,Total,85 anos,15.0
,Cruz do Espírito Santo,PB,2022,Total,Total,86 anos,13.0
,Cruz do Espírito Santo,PB,2022,Total,Total,87 anos,21.0
,Cruz do Espírito Santo,PB,2022,Total,Total,88 anos,10.0
,Cruz do Espírito Santo,PB,2022,Total,Total,89 anos,13.0
,Cruz do Espírito Santo,PB,2022,Total,Total,90 anos,8.0
,Cruz do Espírito Santo,PB,2022,Total,Total,91 anos,8.0
,Cruz do Espírito Santo,PB,2022,Total,Total,92 anos,7.0
,Cruz do Espírito Santo,PB,2022,Total,Total,94 anos,4.0
,Cruz do Espírito Santo,PB,2022,Total,Total,95 anos,4.0
,Cruz do Espírito Santo,PB,2022,Total,Total,96 anos,2.0
,Cruz do Espírito Santo,PB,2022,Total,Total,97 anos,2.0
,Cruz do Espírito Santo,PB,2022,Total,Total,98 anos,1.0
,Cruz do Espírito Santo,PB,2022,Total,Total,100 anos ou mais,7.0
,João Pessoa,PB,2022,Total,Total,18 anos,11642.0
,João Pessoa,PB,2022,Total,Total,19 anos,11932.0
,João Pessoa,PB,2022,Total,Total,20 anos,12209.0
,João Pessoa,PB,2022,Total,Total,21 anos,12253.0
,João Pessoa,PB,2022,Total,Total,22 anos,13549.0
,João Pessoa,PB,2022,Total,Total,23 anos,12740.0
,João Pessoa,PB,2022,Total,Total,24 anos,12931.0
,João Pessoa,PB,2022,Total,Total,25 anos,13127.0
,João Pessoa,PB,2022,Total,Total,26 anos,13290.0
,João Pessoa,PB,2022,Total,Total,27 anos,13654.0
,João Pessoa,PB,2022,Total,Total,28 anos,13347.0
,João Pessoa,PB,2022,Total,Total,29 anos,12671.0
,João Pessoa,PB,2022,Total,Total,30 anos,13432.0
,João Pessoa,PB,2022,Total,Total,31 anos,12477.0
,João Pessoa,PB,2022,Total,Total,32 anos,13050.0
,João Pessoa,PB,2022,Total,Total,33 anos,13762.0
,João Pessoa,PB,2022,Total,Total,34 anos,13881.0
,João Pessoa,PB,2022,Total,Total,35 anos,14555.0
,João Pessoa,PB,2022,Total,Total,36 anos,14513.0
,João Pessoa,PB,2022,Total,Total,37 anos,13826.0
,João Pessoa,PB,2022,Total,Total,38 anos,13726.0
,João Pessoa,PB,2022,Total,Total,39 anos,13988.0
,João Pessoa,PB,2022,Total,Total,40 anos,15319.0
,João Pessoa,PB,2022,Total,Total,41 anos,13735.0
,João Pessoa,PB,2022,Total,Total,42 anos,14049.0
,João Pessoa,PB,2022,Total,Total,43 anos,13252.0
,João Pessoa,PB,2022,Total,Total,44 anos,12054.0
,João Pessoa,PB,2022,Total,Total,45 anos,12114.0
,João Pessoa,PB,2022,Total,Total,46 anos,11480.0
,João Pessoa,PB,2022,Total,Total,47 anos,11186.0
,João Pessoa,PB,2022,Total,Total,48 anos,10886.0
,João Pessoa,PB,2022,Total,Total,49 anos,10826.0
,João Pessoa,PB,2022,Total,Total,50 anos,11109.0
,João Pessoa,PB,2022,Total,Total,51 anos,10108.0
,João Pessoa,PB,2022,Total,Total,52 anos,10756.0
,João Pessoa,PB,2022,Total,Total,53 anos,9932.0
,João Pessoa,PB,2022,Total,Total,54 anos,9934.0
,João Pessoa,PB,2022,Total,Total,55 anos,10008.0
,João Pessoa,PB,2022,Total,Total,56 anos,9838.0
,João Pessoa,PB,2022,Total,Total,57 anos,9821.0
,João Pessoa,PB,2022,Total,Total,58 anos,9556.0
,João Pessoa,PB,2022,Total,Total,59 anos,8828.0
,João Pessoa,PB,2022,Total,Total,60 anos,8755.0
,João Pessoa,PB,2022,Total,Total,61 anos,8081.0
,João Pessoa,PB,2022,Total,Total,62 anos,7943.0
,João Pessoa,PB,2022,Total,Total,63 anos,7201.0
,João Pessoa,PB,2022,Total,Total,64 anos,7054.0
,João Pessoa,PB,2022,Total,Total,65 anos,6867.0
,João Pessoa,PB,2022,Total,Total,66 anos,6270.0
,João Pessoa,PB,2022,Total,Total,67 anos,5997.0
,João Pessoa,PB,2022,Total,Total,68 anos,5685.0
,João Pessoa,PB,2022,Total,Total,69 anos,5173.0
,João Pessoa,PB,2022,Total,Total,70 anos,5121.0
,João Pessoa,PB,2022,Total,Total,71 anos,4461.0
,João Pessoa,PB,2022,Total,Total,72 anos,4908.0
,João Pessoa,PB,2022,Total,Total,73 anos,3998.0
,João Pessoa,PB,2022,Total,Total,74 anos,3915.0
,João Pessoa,PB,2022,Total,Total,75 anos,3483.0
,João Pessoa,PB,2022,Total,Total,76 anos,3168.0
,João Pessoa,PB,2022,Total,Total,77 anos,2884.0
,João Pessoa,PB,2022,Total,Total,78 anos,2555.0
,João Pessoa,PB,2022,Total,Total,79 anos,2310.0
,João Pessoa,PB,2022,Total,Total,80 anos,2280.0
,João Pessoa,PB,2022,Total,Total,81 anos,1916.0
,João Pessoa,PB,2022,Total,Total,82 anos,2177.0
,João Pessoa,PB,2022,Total,Total,83 anos,1669.0
,João Pessoa,PB,2022,Total,Total,84 anos,1547.0
,João Pessoa,PB,2022,Total,Total,85 anos,1302.0
,João Pessoa,PB,2022,Total,Total,86 anos,1230.0
,João Pessoa,PB,2022,Total,Total,87 anos,1041.0
,João Pessoa,PB,2022,Total,Total,88 anos,788.0
,João Pessoa,PB,2022,Total,Total,89 anos,654.0
,João Pessoa,PB,2022,Total,Total,90 anos,700.0
,João Pessoa,PB,2022,Total,Total,91 anos,513.0
,João Pessoa,PB,2022,Total,Total,92 anos,521.0
,João Pessoa,PB,2022,Total,Total,93 anos,356.0
,João Pessoa,PB,2022,Total,Total,94 anos,261.0
,João Pessoa,PB,2022,Total,Total,95 anos,217.0
,João Pessoa,PB,2022,Total,Total,96 anos,162.0
,João Pessoa,PB,2022,Total,Total,97 anos,135.0
,João Pessoa,PB,2022,Total,Total,98 anos,102.0
,João Pessoa,PB,2022,Total,Total,99 anos,60.0
,João Pessoa,PB,2022,Total,Total,100 anos ou mais,154.0
,Lucena,PB,2022,Total,Total,18 anos,221.0
,Lucena,PB,2022,Total,Total,19 anos,198.0
,Lucena,PB,2022,Total,Total,20 anos,182.0
,Lucena,PB,2022,Total,Total,21 anos,200.0
,Lucena,PB,2022,Total,Total,22 anos,211.0
,Lucena,PB,2022,Total,Total,23 anos,198.0
,Lucena,PB,2022,Total,Total,24 anos,177.0
,Lucena,PB,2022,Total,Total,25 anos,192.0
,Lucena,PB,2022,Total,Total,26 anos,188.0
,Lucena,PB,2022,Total,Total,27 anos,176.0
,Lucena,PB,2022,Total,Total,28 anos,176.0
,Lucena,PB,2022,Total,Total,29 anos,166.0
,Lucena,PB,2022,Total,Total,30 anos,207.0
,Lucena,PB,2022,Total,Total,31 anos,159.0
,Lucena,PB,2022,Total,Total,32 anos,182.0
,Lucena,PB,2022,Total,Total,33 anos,176.0
,Lucena,PB,2022,Total,Total,34 anos,140.0
,Lucena,PB,2022,Total,Total,35 anos,183.0
,Lucena,PB,2022,Total,Total,36 anos,161.0
,Lucena,PB,2022,Total,Total,37 anos,184.0
,Lucena,PB,2022,Total,Total,38 anos,177.0
,Lucena,PB,2022,Total,Total,39 anos,176.0
,Lucena,PB,2022,Total,Total,40 anos,213.0
,Lucena,PB,2022,Total,Total,41 anos,184.0
,Lucena,PB,2022,Total,Total,42 anos,195.0
,Lucena,PB,2022,Total,Total,43 anos,183.0
,Lucena,PB,2022,Total,Total,44 anos,150.0
,Lucena,PB,2022,Total,Total,45 anos,171.0
,Lucena,PB,2022,Total,Total,46 anos,165.0
,Lucena,PB,2022,Total,Total,47 anos,178.0
,Lucena,PB,2022,Total,Total,48 anos,183.0
,Lucena,PB,2022,Total,Total,49 anos,148.0
,Lucena,PB,2022,Total,Total,50 anos,148.0
,Lucena,PB,2022,Total,Total,51 anos,159.0
,Lucena,PB,2022,Total,Total,52 anos,158.0
,Lucena,PB,2022,Total,Total,53 anos,158.0
,Lucena,PB,2022,Total,Total,54 anos,122.0
,Lucena,PB,2022,Total,Total,55 anos,146.0
,Lucena,PB,2022,Total,Total,56 anos,150.0
,Lucena,PB,2022,Total,Total,57 anos,116.0
,Lucena,PB,2022,Total,Total,58 anos,134.0
,Lucena,PB,2022,Total,Total,59 anos,110.0
,Lucena,PB,2022,Total,Total,60 anos,127.0
,Lucena,PB,2022,Total,Total,61 anos,124.0
,Lucena,PB,2022,Total,Total,62 anos,113.0
,Lucena,PB,2022,Total,Total,63 anos,100.0
,Lucena,PB,2022,Total,Total,64 anos,107.0
,Lucena,PB,2022,Total,Total,65 anos,88.0
,Lucena,PB,2022,Total,Total,66 anos,101.0
,Lucena,PB,2022,Total,Total,67 anos,70.0
,Lucena,PB,2022,Total,Total,68 anos,74.0
,Lucena,PB,2022,Total,Total,69 anos,70.0
,Lucena,PB,2022,Total,Total,70 anos,71.0
,Lucena,PB,2022,Total,Total,71 anos,49.0
,Lucena,PB,2022,Total,Total,72 anos,64.0
,Lucena,PB,2022,Total,Total,73 anos,54.0
,Lucena,PB,2022,Total,Total,74 anos,58.0
,Lucena,PB,2022,Total,Total,75 anos,49.0
,Lucena,PB,2022,Total,Total,76 anos,36.0
,Lucena,PB,2022,Total,Total,77 anos,36.0
,Lucena,PB,2022,Total,Total,78 anos,27.0
,Lucena,PB,2022,Total,Total,79 anos,33.0
,Lucena,PB,2022,Total,Total,80 anos,38.0
,Lucena,PB,2022,Total,Total,81 anos,14.0
,Lucena,PB,2022,Total,Total,82 anos,30.0
,Lucena,PB,2022,Total,Total,83 anos,16.0
,Lucena,PB,2022,Total,Total,84 anos,18.0
,Lucena,PB,2022,Total,Total,85 anos,10.0
,Lucena,PB,2022,Total,Total,86 anos,8.0
,Lucena,PB,2022,Total,Total,87 anos,23.0
,Lucena,PB,2022,Total,Total,88 anos,10.0
,Lucena,PB,2022,Total,Total,89 anos,6.0
,Lucena,PB,2022,Total,Total,90 anos,6.0
,Lucena,PB,2022,Total,Total,91 anos,5.0
,Lucena,PB,2022,Total,Total,92 anos,3.0
,Lucena,PB,2022,Total,Total,93 anos,2.0
,Lucena,PB,2022,Total,Total,95 anos,1.0
,Lucena,PB,2022,Total,Total,97 anos,1.0
,Lucena,PB,2022,Total,Total,98 anos,2.0
,Lucena,PB,2022,Total,Total,100 anos ou mais,3.0
,Pedras de Fogo,PB,2022,Total,Total,18 anos,461.0
,Pedras de Fogo,PB,2022,Total,Total,19 anos,420.0
,Pedras de Fogo,PB,2022,Total,Total,20 anos,425.0
,Pedras de Fogo,PB,2022,Total,Total,21 anos,437.0
,Pedras de Fogo,PB,2022,Total,Total,22 anos,513.0
,Pedras de Fogo,PB,2022,Total,Total,23 anos,465.0
,Pedras de Fogo,PB,2022,Total,Total,24 anos,432.0
,Pedras de Fogo,PB,2022,Total,Total,25 anos,429.0
,Pedras de Fogo,PB,2022,Total,Total,26 anos,468.0
,Pedras de Fogo,PB,2022,Total,Total,27 anos,480.0
,Pedras de Fogo,PB,2022,Total,Total,28 anos,453.0
,Pedras de Fogo,PB,2022,Total,Total,29 anos,420.0
,Pedras de Fogo,PB,2022,Total,Total,30 anos,447.0
,Pedras de Fogo,PB,2022,Total,Total,31 anos,416.0
,Pedras de Fogo,PB,2022,Total,Total,32 anos,447.0
,Pedras de Fogo,PB,2022,Total,Total,33 anos,475.0
,Pedras de Fogo,PB,2022,Total,Total,34 anos,480.0
,Pedras de Fogo,PB,2022,Total,Total,35 anos,470.0
,Pedras de Fogo,PB,2022,Total,Total,36 anos,443.0
,Pedras de Fogo,PB,2022,Total,Total,37 anos,469.0
,Pedras de Fogo,PB,2022,Total,Total,38 anos,520.0
,Pedras de Fogo,PB,2022,Total,Total,39 anos,493.0
,Pedras de Fogo,PB,2022,Total,Total,40 anos,518.0
,Pedras de Fogo,PB,2022,Total,Total,41 anos,450.0
,Pedras de Fogo,PB,2022,Total,Total,42 anos,501.0
,Pedras de Fogo,PB,2022,Total,Total,43 anos,480.0
,Pedras de Fogo,PB,2022,Total,Total,44 anos,433.0
,Pedras de Fogo,PB,2022,Total,Total,45 anos,414.0
,Pedras de Fogo,PB,2022,Total,Total,46 anos,419.0
,Pedras de Fogo,PB,2022,Total,Total,47 anos,377.0
,Pedras de Fogo,PB,2022,Total,Total,48 anos,405.0
,Pedras de Fogo,PB,2022,Total,Total,49 anos,378.0
,Pedras de Fogo,PB,2022,Total,Total,50 anos,412.0
,Pedras de Fogo,PB,2022,Total,Total,51 anos,328.0
,Pedras de Fogo,PB,2022,Total,Total,52 anos,375.0
,Pedras de Fogo,PB,2022,Total,Total,53 anos,333.0
,Pedras de Fogo,PB,2022,Total,Total,54 anos,306.0
,Pedras de Fogo,PB,2022,Total,Total,55 anos,333.0
,Pedras de Fogo,PB,2022,Total,Total,56 anos,292.0
,Pedras de Fogo,PB,2022,Total,Total,57 anos,277.0
,Pedras de Fogo,PB,2022,Total,Total,58 anos,281.0
,Pedras de Fogo,PB,2022,Total,Total,59 anos,285.0
,Pedras de Fogo,PB,2022,Total,Total,60 anos,255.0
,Pedras de Fogo,PB,2022,Total,Total,61 anos,252.0
,Pedras de Fogo,PB,2022,Total,Total,62 anos,221.0
,Pedras de Fogo,PB,2022,Total,Total,63 anos,220.0
,Pedras de Fogo,PB,2022,Total,Total,64 anos,212.0
,Pedras de Fogo,PB,2022,Total,Total,65 anos,168.0
,Pedras de Fogo,PB,2022,Total,Total,66 anos,181.0
,Pedras de Fogo,PB,2022,Total,Total,67 anos,188.0
,Pedras de Fogo,PB,2022,Total,Total,68 anos,195.0
,Pedras de Fogo,PB,2022,Total,Total,69 anos,182.0
,Pedras de Fogo,PB,2022,Total,Total,70 anos,164.0
,Pedras de Fogo,PB,2022,Total,Total,71 anos,134.0
,Pedras de Fogo,PB,2022,Total,Total,72 anos,168.0
,Pedras de Fogo,PB,2022,Total,Total,73 anos,114.0
,Pedras de Fogo,PB,2022,Total,Total,74 anos,138.0
,Pedras de Fogo,PB,2022,Total,Total,75 anos,123.0
,Pedras de Fogo,PB,2022,Total,Total,76 anos,105.0
,Pedras de Fogo,PB,2022,Total,Total,77 anos,89.0
,Pedras de Fogo,PB,2022,Total,Total,78 anos,104.0
,Pedras de Fogo,PB,2022,Total,Total,79 anos,80.0
,Pedras de Fogo,PB,2022,Total,Total,80 anos,86.0
,Pedras de Fogo,PB,2022,Total,Total,81 anos,70.0
,Pedras de Fogo,PB,2022,Total,Total,82 anos,88.0
,Pedras de Fogo,PB,2022,Total,Total,83 anos,48.0
,Pedras de Fogo,PB,2022,Total,Total,84 anos,54.0
,Pedras de Fogo,PB,2022,Total,Total,85 anos,54.0
,Pedras de Fogo,PB,2022,Total,Total,86 anos,55.0
,Pedras de Fogo,PB,2022,Total,Total,87 anos,48.0
,Pedras de Fogo,PB,2022,Total,Total,88 anos,25.0
,Pedras de Fogo,PB,2022,Total,Total,89 anos,33.0
,Pedras de Fogo,PB,2022,Total,Total,90 anos,25.0
,Pedras de Fogo,PB,2022,Total,Total,91 anos,25.0
,Pedras de Fogo,PB,2022,Total,Total,92 anos,18.0
,Pedras de Fogo,PB,2022,Total,Total,93 anos,15.0
,Pedras de Fogo,PB,2022,Total,Total,94 anos,13.0
,Pedras de Fogo,PB,2022,Total,Total,95 anos,11.0
,Pedras de Fogo,PB,2022,Total,Total,96 anos,7.0
,Pedras de Fogo,PB,2022,Total,Total,97 anos,12.0
,Pedras de Fogo,PB,2022,Total,Total,98 anos,3.0
,Pedras de Fogo,PB,2022,Total,Total,99 anos,1.0
,Pedras de Fogo,PB,2022,Total,Total,100 anos ou mais,11.0
,Pitimbu,PB,2022,Total,Total,18 anos,327.0
,Pitimbu,PB,2022,Total,Total,19 anos,259.0
,Pitimbu,PB,2022,Total,Total,20 anos,285.0
,Pitimbu,PB,2022,Total,Total,21 anos,282.0
,Pitimbu,PB,2022,Total,Total,22 anos,284.0
,Pitimbu,PB,2022,Total,Total,23 anos,251.0
,Pitimbu,PB,2022,Total,Total,24 anos,261.0
,Pitimbu,PB,2022,Total,Total,25 anos,232.0
,Pitimbu,PB,2022,Total,Total,26 anos,219.0
,Pitimbu,PB,2022,Total,Total,27 anos,224.0
,Pitimbu,PB,2022,Total,Total,28 anos,209.0
,Pitimbu,PB,2022,Total,Total,29 anos,220.0
,Pitimbu,PB,2022,Total,Total,30 anos,258.0
,Pitimbu,PB,2022,Total,Total,31 anos,210.0
,Pitimbu,PB,2022,Total,Total,32 anos,233.0
,Pitimbu,PB,2022,Total,Total,33 anos,206.0
,Pitimbu,PB,2022,Total,Total,34 anos,259.0
,Pitimbu,PB,2022,Total,Total,35 anos,228.0
,Pitimbu,PB,2022,Total,Total,36 anos,253.0
,Pitimbu,PB,2022,Total,Total,37 anos,256.0
,Pitimbu,PB,2022,Total,Total,38 anos,276.0
,Pitimbu,PB,2022,Total,Total,39 anos,267.0
,Pitimbu,PB,2022,Total,Total,40 anos,288.0
,Pitimbu,PB,2022,Total,Total,41 anos,259.0
,Pitimbu,PB,2022,Total,Total,42 anos,269.0
,Pitimbu,PB,2022,Total,Total,43 anos,256.0
,Pitimbu,PB,2022,Total,Total,44 anos,245.0
,Pitimbu,PB,2022,Total,Total,45 anos,238.0
,Pitimbu,PB,2022,Total,Total,46 anos,222.0
,Pitimbu,PB,2022,Total,Total,47 anos,218.0
,Pitimbu,PB,2022,Total,Total,48 anos,219.0
,Pitimbu,PB,2022,Total,Total,49 anos,239.0
,Pitimbu,PB,2022,Total,Total,50 anos,236.0
,Pitimbu,PB,2022,Total,Total,51 anos,196.0
,Pitimbu,PB,2022,Total,Total,52 anos,220.0
,Pitimbu,PB,2022,Total,Total,53 anos,166.0
,Pitimbu,PB,2022,Total,Total,54 anos,174.0
,Pitimbu,PB,2022,Total,Total,55 anos,159.0
,Pitimbu,PB,2022,Total,Total,56 anos,178.0
,Pitimbu,PB,2022,Total,Total,57 anos,154.0
,Pitimbu,PB,2022,Total,Total,58 anos,159.0
,Pitimbu,PB,2022,Total,Total,59 anos,144.0
,Pitimbu,PB,2022,Total,Total,60 anos,146.0
,Pitimbu,PB,2022,Total,Total,61 anos,137.0
,Pitimbu,PB,2022,Total,Total,62 anos,141.0
,Pitimbu,PB,2022,Total,Total,63 anos,119.0
,Pitimbu,PB,2022,Total,Total,64 anos,123.0
,Pitimbu,PB,2022,Total,Total,65 anos,93.0
,Pitimbu,PB,2022,Total,Total,66 anos,108.0
,Pitimbu,PB,2022,Total,Total,67 anos,98.0
,Pitimbu,PB,2022,Total,Total,68 anos,85.0
,Pitimbu,PB,2022,Total,Total,69 anos,77.0
,Pitimbu,PB,2022,Total,Total,70 anos,92.0
,Pitimbu,PB,2022,Total,Total,71 anos,74.0
,Pitimbu,PB,2022,Total,Total,72 anos,67.0
,Pitimbu,PB,2022,Total,Total,73 anos,63.0
,Pitimbu,PB,2022,Total,Total,74 anos,63.0
,Pitimbu,PB,2022,Total,Total,75 anos,64.0
,Pitimbu,PB,2022,Total,Total,76 anos,52.0
,Pitimbu,PB,2022,Total,Total,77 anos,47.0
,Pitimbu,PB,2022,Total,Total,78 anos,45.0
,Pitimbu,PB,2022,Total,Total,79 anos,31.0
,Pitimbu,PB,2022,Total,Total,80 anos,36.0
,Pitimbu,PB,2022,Total,Total,81 anos,22.0
,Pitimbu,PB,2022,Total,Total,82 anos,25.0
,Pitimbu,PB,2022,Total,Total,83 anos,21.0
,Pitimbu,PB,2022,Total,Total,84 anos,20.0
,Pitimbu,PB,2022,Total,Total,85 anos,17.0
,Pitimbu,PB,2022,Total,Total,86 anos,12.0
,Pitimbu,PB,2022,Total,Total,87 anos,16.0
,Pitimbu,PB,2022,Total,Total,88 anos,9.0
,Pitimbu,PB,2022,Total,Total,89 anos,11.0
,Pitimbu,PB,2022,Total,Total,90 anos,6.0
,Pitimbu,PB,2022,Total,Total,91 anos,5.0
,Pitimbu,PB,2022,Total,Total,92 anos,3.0
,Pitimbu,PB,2022,Total,Total,93 anos,4.0
,Pitimbu,PB,2022,Total,Total,94 anos,2.0
,Pitimbu,PB,2022,Total,Total,95 anos,2.0
,Pitimbu,PB,2022,Total,Total,96 anos,4.0
,Pitimbu,PB,2022,Total,Total,97 anos,1.0
,Pitimbu,PB,2022,Total,Total,98 anos,1.0
,Pitimbu,PB,2022,Total,Total,100 anos ou mais,2.0
,Rio Tinto,PB,2022,Total,Total,18 anos,350.0
,Rio Tinto,PB,2022,Total,Total,19 anos,375.0
,Rio Tinto,PB,2022,Total,Total,20 anos,374.0
,Rio Tinto,PB,2022,Total,Total,21 anos,360.0
,Rio Tinto,PB,2022,Total,Total,22 anos,352.0
,Rio Tinto,PB,2022,Total,Total,23 anos,355.0
,Rio Tinto,PB,2022,Total,Total,24 anos,371.0
,Rio Tinto,PB,2022,Total,Total,25 anos,320.0
,Rio Tinto,PB,2022,Total,Total,26 anos,347.0
,Rio Tinto,PB,2022,Total,Total,27 anos,391.0
,Rio Tinto,PB,2022,Total,Total,28 anos,362.0
,Rio Tinto,PB,2022,Total,Total,29 anos,350.0
,Rio Tinto,PB,2022,Total,Total,30 anos,383.0
,Rio Tinto,PB,2022,Total,Total,31 anos,319.0
,Rio Tinto,PB,2022,Total,Total,32 anos,346.0
,Rio Tinto,PB,2022,Total,Total,33 anos,362.0
,Rio Tinto,PB,2022,Total,Total,34 anos,380.0
,Rio Tinto,PB,2022,Total,Total,35 anos,361.0
,Rio Tinto,PB,2022,Total,Total,36 anos,368.0
,Rio Tinto,PB,2022,Total,Total,37 anos,400.0
,Rio Tinto,PB,2022,Total,Total,38 anos,350.0
,Rio Tinto,PB,2022,Total,Total,39 anos,356.0
,Rio Tinto,PB,2022,Total,Total,40 anos,395.0
,Rio Tinto,PB,2022,Total,Total,41 anos,349.0
,Rio Tinto,PB,2022,Total,Total,42 anos,374.0
,Rio Tinto,PB,2022,Total,Total,43 anos,358.0
,Rio Tinto,PB,2022,Total,Total,44 anos,322.0
,Rio Tinto,PB,2022,Total,Total,45 anos,320.0
,Rio Tinto,PB,2022,Total,Total,46 anos,331.0
,Rio Tinto,PB,2022,Total,Total,47 anos,315.0
,Rio Tinto,PB,2022,Total,Total,48 anos,325.0
,Rio Tinto,PB,2022,Total,Total,49 anos,295.0
,Rio Tinto,PB,2022,Total,Total,50 anos,330.0
,Rio Tinto,PB,2022,Total,Total,51 anos,304.0
,Rio Tinto,PB,2022,Total,Total,52 anos,271.0
,Rio Tinto,PB,2022,Total,Total,53 anos,274.0
,Rio Tinto,PB,2022,Total,Total,54 anos,269.0
,Rio Tinto,PB,2022,Total,Total,55 anos,292.0
,Rio Tinto,PB,2022,Total,Total,56 anos,288.0
,Rio Tinto,PB,2022,Total,Total,57 anos,257.0
,Rio Tinto,PB,2022,Total,Total,58 anos,292.0
,Rio Tinto,PB,2022,Total,Total,59 anos,278.0
,Rio Tinto,PB,2022,Total,Total,60 anos,237.0
,Rio Tinto,PB,2022,Total,Total,61 anos,256.0
,Rio Tinto,PB,2022,Total,Total,62 anos,226.0
,Rio Tinto,PB,2022,Total,Total,63 anos,215.0
,Rio Tinto,PB,2022,Total,Total,64 anos,211.0
,Rio Tinto,PB,2022,Total,Total,65 anos,215.0
,Rio Tinto,PB,2022,Total,Total,66 anos,222.0
,Rio Tinto,PB,2022,Total,Total,67 anos,181.0
,Rio Tinto,PB,2022,Total,Total,68 anos,169.0
,Rio Tinto,PB,2022,Total,Total,69 anos,128.0
,Rio Tinto,PB,2022,Total,Total,70 anos,170.0
,Rio Tinto,PB,2022,Total,Total,71 anos,148.0
,Rio Tinto,PB,2022,Total,Total,72 anos,166.0
,Rio Tinto,PB,2022,Total,Total,73 anos,121.0
,Rio Tinto,PB,2022,Total,Total,74 anos,122.0
,Rio Tinto,PB,2022,Total,Total,75 anos,124.0
,Rio Tinto,PB,2022,Total,Total,76 anos,96.0
,Rio Tinto,PB,2022,Total,Total,77 anos,97.0
,Rio Tinto,PB,2022,Total,Total,78 anos,84.0
,Rio Tinto,PB,2022,Total,Total,79 anos,78.0
,Rio Tinto,PB,2022,Total,Total,80 anos,73.0
,Rio Tinto,PB,2022,Total,Total,81 anos,69.0
,Rio Tinto,PB,2022,Total,Total,82 anos,81.0
,Rio Tinto,PB,2022,Total,Total,83 anos,53.0
,Rio Tinto,PB,2022,Total,Total,84 anos,59.0
,Rio Tinto,PB,2022,Total,Total,85 anos,36.0
,Rio Tinto,PB,2022,Total,Total,86 anos,40.0
,Rio Tinto,PB,2022,Total,Total,87 anos,34.0
,Rio Tinto,PB,2022,Total,Total,88 anos,22.0
,Rio Tinto,PB,2022,Total,Total,89 anos,26.0
,Rio Tinto,PB,2022,Total,Total,90 anos,15.0
,Rio Tinto,PB,2022,Total,Total,91 anos,20.0
,Rio Tinto,PB,2022,Total,Total,92 anos,16.0
,Rio Tinto,PB,2022,Total,Total,93 anos,15.0
,Rio Tinto,PB,2022,Total,Total,94 anos,11.0
,Rio Tinto,PB,2022,Total,Total,95 anos,9.0
,Rio Tinto,PB,2022,Total,Total,96 anos,4.0
,Rio Tinto,PB,2022,Total,Total,97 anos,4.0
,Rio Tinto,PB,2022,Total,Total,98 anos,1.0
,Rio Tinto,PB,2022,Total,Total,99 anos,2.0
,Rio Tinto,PB,2022,Total,Total,100 anos ou mais,6.0
,Santa Rita,PB,2022,Total,Total,18 anos,2278.0
,Santa Rita,PB,2022,Total,Total,19 anos,2136.0
,Santa Rita,PB,2022,Total,Total,20 anos,2346.0
,Santa Rita,PB,2022,Total,Total,21 anos,2221.0
,Santa Rita,PB,2022,Total,Total,22 anos,2464.0
,Santa Rita,PB,2022,Total,Total,23 anos,2411.0
,Santa Rita,PB,2022,Total,Total,24 anos,2252.0
,Santa Rita,PB,2022,Total,Total,25 anos,2242.0
,Santa Rita,PB,2022,Total,Total,26 anos,2337.0
,Santa Rita,PB,2022,Total,Total,27 anos,2337.0
,Santa Rita,PB,2022,Total,Total,28 anos,2192.0
,Santa Rita,PB,2022,Total,Total,29 anos,2134.0
,Santa Rita,PB,2022,Total,Total,30 anos,2309.0
,Santa Rita,PB,2022,Total,Total,31 anos,2100.0
,Santa Rita,PB,2022,Total,Total,32 anos,2198.0
,Santa Rita,PB,2022,Total,Total,33 anos,2361.0
,Santa Rita,PB,2022,Total,Total,34 anos,2336.0
,Santa Rita,PB,2022,Total,Total,35 anos,2309.0
,Santa Rita,PB,2022,Total,Total,36 anos,2422.0
,Santa Rita,PB,2022,Total,Total,37 anos,2426.0
,Santa Rita,PB,2022,Total,Total,38 anos,2387.0
,Santa Rita,PB,2022,Total,Total,39 anos,2432.0
,Santa Rita,PB,2022,Total,Total,40 anos,2737.0
,Santa Rita,PB,2022,Total,Total,41 anos,2574.0
,Santa Rita,PB,2022,Total,Total,42 anos,2680.0
,Santa Rita,PB,2022,Total,Total,43 anos,2436.0
,Santa Rita,PB,2022,Total,Total,44 anos,2288.0
,Santa Rita,PB,2022,Total,Total,45 anos,2321.0
,Santa Rita,PB,2022,Total,Total,46 anos,2202.0
